unix_time,pos_az,pos_el
1750177868141618,11196,12624
1750177868341652,11196,12735
1750177868541697,11196,12846
1750177868741736,11196,12957
1750177868941775,11196,13068
1750177869141825,11196,13179
1750177869341867,11196,13290
1750177869541904,11196,13401
1750177869741942,11196,13512
1750177869942002,11196,13623
1750177870142031,11196,13734
1750177870342117,11196,13845
1750177870542113,11196,13956
1750177870742159,11196,14068
1750177870942220,11196,14179
1750177871142244,11196,14290
1750177871342285,11196,14401
1750177871542317,11196,14512
1750177871742395,11196,14623
1750177871942409,11196,14734
1750177872142446,11196,14845
1750177872342498,11196,14956
1750177872542533,11196,15067
1750177872742596,11196,15178
1750177872942626,11196,15289
1750177873142668,11196,15400
1750177873342715,11196,15511
1750177873542752,11196,15622
1750177873742777,11196,15734
1750177873942864,11196,15845
1750177874142874,11196,15956
1750177874342908,11196,16067
1750177874542968,11196,16178
1750177874742991,11196,16289
1750177874943041,11196,16400
1750177875143068,11196,16511
1750177875343130,11196,16622
1750177875543166,11196,16733
1750177875743219,11196,16844
1750177875943252,11196,16955
1750177876143300,11196,17066
1750177876343395,11196,17177
1750177876543399,11196,17289
1750177876743446,11196,17400
1750177876943451,11196,17511
1750177877143544,11196,17622
1750177877343576,11196,17733
1750177877543606,11196,17844
1750177877743633,11196,17955
1750177877943667,11196,18066
1750177878143726,11196,18177
1750177878343746,11196,18288
1750177878543779,11196,18399
1750177878743822,11196,18510
1750177878943877,11196,18621
1750177879143901,11196,18732
1750177879343965,11196,18844
1750177879543995,11196,18955
1750177879744033,11196,19066
1750177879944083,11196,19177
1750177880144136,11196,19288
1750177880344161,11196,19399
1750177880544214,11196,19510
1750177880744250,11196,19621
1750177880944285,11196,19732
1750177881144334,11196,19843
1750177881344377,11196,19954
1750177881544407,11196,20065
1750177881744476,11196,20176
1750177881944488,11196,20287
1750177882144544,11196,20399
1750177882344577,11196,20510
1750177882544633,11196,20621
1750177882744678,11196,20732
1750177882944708,11196,20843
1750177883144764,11196,20954
1750177883344796,11196,21065
1750177883544853,11196,21176
1750177883744934,11196,21287
1750177883944912,11196,21398
1750177884144973,11196,21509
1750177884344997,11196,21620
1750177884545056,11196,21731
1750177884745094,11196,21842
1750177884945108,11196,21953
1750177885145166,11196,22065
1750177885345195,11196,22176
1750177885545244,11196,22287
1750177885745288,11196,22398
1750177885945321,11196,22509
1750177886145511,11196,22600
1750177886345423,11196,22600
1750177886545466,11196,22600
1750177886745494,11196,22600
1750177886945528,11196,22600
1750177887145557,11196,22600
1750177887345595,11196,22600
1750177887545630,11196,22600
1750177887745688,11196,22600
1750177887945705,11196,22600
1750177888145739,11196,22600
1750177888345780,11196,22600
1750177888545822,11196,22600
1750177888745852,11196,22600
1750177888945891,11196,22600
1750177889145930,11196,22600
1750177889345973,11196,22600
1750177889545996,11196,22600
1750177889746043,11196,22600
1750177889946064,11196,22600
1750177890146108,11196,22600
1750177890346153,11196,22600
1750177890546187,11196,22600
1750177890746221,11196,22600
1750177893746798,11196,22600
1750177893946867,11196,22489
1750177894146896,11196,22377
1750177894347023,11196,22266
1750177894547034,11196,22155
1750177894747043,11196,22044
1750177894947073,11196,21933
1750177895147163,11196,21822
1750177895347188,11196,21711
1750177895547219,11196,21600
1750177895747245,11196,21489
1750177895947277,11196,21378
1750177896147345,11196,21267
1750177896347357,11196,21156
1750177896547405,11196,21045
1750177896747457,11196,20934
1750177896947493,11196,20822
1750177897147543,11196,20711
1750177897347565,11196,20600
1750177897547604,11196,20489
1750177897747657,11196,20378
1750177897947684,11196,20267
1750177898147733,11196,20156
1750177898347772,11196,20045
1750177898547814,11196,19934
1750177898747853,11196,19823
1750177898947901,11196,19712
1750177899147938,11196,19601
1750177899347999,11196,19490
1750177899548022,11196,19379
1750177899748086,11196,19267
1750177899948119,11196,19156
1750177900148237,11196,19045
1750177900348244,11196,18934
1750177900548282,11196,18823
1750177900748282,11196,18712
1750177900948339,11196,18601
1750177901148359,11196,18490
1750177901348428,11196,18379
1750177901548467,11196,18268
1750177901748502,11196,18157
1750177901948533,11196,18046
1750177902148583,11196,17935
1750177902348613,11196,17824
1750177902548667,11196,17712
1750177902748709,11196,17601
1750177902948743,11196,17490
1750177903148807,11196,17379
1750177903348866,11196,17268
1750177903548861,11196,17157
1750177903748913,11196,17046
1750177903948951,11196,16935
1750177904149026,11196,16824
1750177904349045,11196,16713
1750177904549099,11196,16602
1750177904749115,11196,16491
1750177904949175,11196,16380
1750177905149222,11196,16269
1750177905349303,11196,16158
1750177905549329,11196,16046
1750177905749357,11196,15935
1750177905949402,11196,15824
1750177906149465,11196,15713
1750177906349491,11196,15602
1750177906549525,11196,15491
1750177906749566,11196,15380
1750177906949639,11196,15269
1750177907149666,11196,15158
1750177907349682,11196,15047
1750177907549744,11196,14936
1750177907749760,11196,14825
1750177907949825,11196,14714
1750177908149864,11196,14603
1750177908349883,11196,14491
1750177908549971,11196,14380
1750177908750010,11196,14269
1750177908950018,11196,14158
1750177909150058,11196,14047
1750177909350122,11196,13936
1750177909550184,11196,13825
1750177909750183,11196,13714
1750177909950276,11196,13603
1750177910150271,11196,13492
1750177910350326,11196,13381
1750177910550368,11196,13270
1750177910750447,11196,13159
1750177910950478,11196,13048
1750177911150517,11196,12936
1750177911350601,11196,12825
1750177911550530,11196,12714
1750177911750581,11196,12603
1750177911950656,11196,12492
1750177912150683,11196,12381
1750177912350740,11196,12270
1750177912550761,11196,12159
1750177912750819,11196,12048
1750177912950869,11196,11937
1750177913150925,11196,11826
1750177913350909,11196,11715
1750177913550981,11196,11604
1750177913751038,11196,11493
1750177913951043,11196,11381
1750177914151129,11196,11270
1750177914351116,11196,11159
1750177914551172,11196,11048
1750177914751205,11196,10937
1750177914951285,11196,10826
1750177915151347,11196,10715
1750177915351378,11196,10604
1750177915551438,11196,10493
1750177915751435,11196,10382
1750177915951500,11196,10271
1750177916151554,11196,10160
1750177916351585,11196,10049
1750177916551619,11196,9938
1750177916751680,11196,9827
1750177916951691,11196,9715
1750177917151748,11196,9604
1750177917351770,11196,9493
1750177917551798,11196,9382
1750177917751823,11196,9271
1750177917951887,11196,9160
1750177918151923,11196,9049
1750177918351973,11196,8938
1750177918551990,11196,8827
1750177918752046,11196,8716
1750177918952091,11196,8605
1750177919152116,11196,8494
1750177919352163,11196,8383
1750177919552208,11196,8272
1750177919752231,11196,8160
1750177919952311,11196,8049
1750177920152339,11196,7938
1750177920352357,11196,7827
1750177920552420,11196,7716
1750177920752496,11196,7605
1750177920952507,11196,7494
1750177921152592,11196,7383
1750177921352588,11196,7272
1750177921552682,11196,7161
1750177921752704,11196,7050
1750177921952746,11196,6939
1750177922152763,11196,6828
1750177922352884,11196,6717
1750177922552873,11196,6605
1750177922752913,11196,6494
1750177922952910,11196,6383
1750177923152949,11196,6272
1750177923352985,11196,6161
1750177923553033,11196,6050
1750177923753067,11196,5939
1750177923953099,11196,5828
1750177924153150,11196,5717
1750177924353195,11196,5606
1750177924553232,11196,5495
1750177924753263,11196,5384
1750177924953345,11196,5273
1750177925153359,11196,5162
1750177925353389,11196,5050
1750177925553442,11196,4939
1750177925753483,11196,4828
1750177925953578,11196,4717
1750177926153618,11196,4606
1750177926353628,11196,4495
1750177926553716,11196,4384
1750177926753740,11196,4273
1750177926953779,11196,4162
1750177927153797,11196,4051
1750177927353827,11196,3940
1750177927553853,11196,3829
1750177927753893,11196,3718
1750177927953928,11196,3607
1750177928153972,11196,3496
1750177928354018,11196,3384
1750177928554059,11196,3273
1750177928754094,11196,3162
1750177928954134,11196,3051
1750177929154189,11196,2940
1750177929354222,11196,2829
1750177929554266,11196,2718
1750177929754308,11196,2607
1750177929954343,11196,2496
1750177930154431,11196,2385
1750177930354473,11196,2274
1750177930554483,11196,2163
1750177930754528,11196,2052
1750177930954580,11196,1941
1750177931154619,11196,1829
1750177931354668,11196,1718
1750177931554699,11196,1607
1750177931754749,11196,1496
1750177931954785,11196,1385
1750177932154857,11196,1274
1750177932354915,11196,1163
1750177932554909,11196,1052
1750177932754953,11196,941
1750177932954997,11196,830
1750177933155024,11196,719
1750177933355067,11196,608
1750177933555110,11196,497
1750177933755147,11196,386
1750177933955189,11196,274
1750177934155247,11196,163
1750177934355296,11196,52
1750177934555312,11196,0
1750177934755352,11196,0
1750177934955397,11196,0
1750177935155442,11196,0
1750177935355480,11196,0
1750177935555495,11196,0
1750177935755528,11196,0
1750177935955565,11196,0
1750177936155593,11196,0
1750177936355646,11196,0
1750177936555670,11196,0
1750177936755708,11196,0
1750177936955738,11196,0
1750177937155773,11196,0
1750177937355816,11196,0
1750177937555845,11196,0
1750177937755883,11196,0
1750177937955936,11196,0
1750177938155955,11196,0
1750177938355993,11196,0
1750177938556017,11196,0
1750177938756118,11196,0
1750177938956107,11196,0
1750177941956687,11196,0
1750177942156715,11196,111
1750177942356758,11196,223
1750177942556905,11196,334
1750177942756868,11196,445
1750177942956893,11196,556
1750177943156948,11196,667
1750177943356964,11196,778
1750177943557030,11196,889
1750177943757116,11196,1000
1750177943957055,11196,1111
1750177944157106,11196,1222
1750177944357165,11196,1333
1750177944557262,11196,1444
1750177944757245,11196,1555
1750177944957260,11196,1666
1750177945157362,11196,1778
1750177945357399,11196,1889
1750177945557423,11196,2000
1750177945757458,11196,2111
1750177945957547,11196,2222
1750177946157611,11196,2333
1750177946357587,11196,2444
1750177946557607,11196,2555
1750177946757636,11196,2666
1750177946957680,11196,2777
1750177947157791,11196,2888
1750177947357817,11196,2999
1750177947557824,11196,3110
1750177947757871,11196,3221
1750177947957917,11196,3333
1750177948157948,11196,3444
1750177948358006,11196,3555
1750177948558039,11196,3666
1750177948758109,11196,3777
1750177948958137,11196,3888
1750177949158194,11196,3999
1750177949358214,11196,4110
1750177949558263,11196,4221
1750177949758310,11196,4332
1750177949958328,11196,4443
1750177950158372,11196,4554
1750177950358408,11196,4665
1750177950558455,11196,4776
1750177950758484,11196,4888
1750177950958530,11196,4999
1750177951158567,11196,5110
1750177951358621,11196,5221
1750177951558650,11196,5332
1750177951758691,11196,5443
1750177951958735,11196,5554
1750177952158842,11196,5665
1750177952358849,11196,5776
1750177952558866,11196,5887
1750177952758912,11196,5998
1750177952958947,11196,6109
1750177953158984,11196,6220
1750177953359021,11196,6331
1750177953559133,11196,6442
1750177953759127,11196,6554
1750177953959164,11196,6665
1750177954159213,11196,6776
1750177954359238,11196,6887
1750177954559276,11196,6998
1750177954759320,11196,7109
1750177954959384,11196,7220
1750177955159404,11196,7331
1750177955359434,11196,7442
1750177955559482,11196,7553
1750177955759524,11196,7664
1750177955959560,11196,7775
1750177956159624,11196,7886
1750177956359648,11196,7997
1750177956559694,11196,8109
1750177956759730,11196,8220
1750177956959781,11196,8331
1750177957159812,11196,8442
1750177957359854,11196,8553
1750177957559894,11196,8664
1750177957759936,11196,8775
1750177957959987,11196,8886
1750177958160042,11196,8997
1750177958360071,11196,9108
1750177958560115,11196,9219
1750177958760175,11196,9330
1750177958960192,11196,9441
1750177959160245,11196,9552
1750177959360280,11196,9664
1750177959560317,11196,9775
1750177959760354,11196,9886
1750177959960411,11196,9997
1750177960160517,11196,10108
1750177960360558,11196,10219
1750177960560540,11196,10330
1750177960760571,11196,10441
1750177960960646,11196,10552
1750177961160665,11196,10663
1750177961360771,11196,10774
1750177961560808,11196,10885
1750177961760858,11196,10996
1750177961960875,11196,11107
1750177962160947,11196,11219
1750177962360953,11196,11330
1750177962560948,11196,11441
1750177962760992,11196,11552
1750177962961030,11196,11663
1750177963161072,11196,11774
1750177963361113,11196,11885
1750177963561153,11196,11996
1750177963761200,11196,12107
1750177963961246,11196,12218
1750177964161279,11196,12329
1750177964361334,11196,12440
1750177964561364,11196,12551
1750177964761405,11196,12662
1750177964961459,11196,12774
1750177965161503,11196,12885
1750177965361539,11196,12996
1750177965561585,11196,13107
1750177965761603,11196,13218
1750177965961676,11196,13329
1750177966161711,11196,13440
1750177966361737,11196,13551
1750177966561785,11196,13662
1750177966761833,11196,13773
1750177966961872,11196,13884
1750177967161936,11196,13995
1750177967361944,11196,14106
1750177967562014,11196,14217
1750177967762045,11196,14328
1750177967962101,11196,14440
1750177968162127,11196,14551
1750177968362167,11196,14662
1750177968562209,11196,14773
1750177968762247,11196,14884
1750177968962291,11196,14995
1750177969162351,11196,15106
1750177969362388,11196,15217
1750177969562433,11196,15328
1750177969762450,11196,15439
1750177969962506,11196,15550
1750177970162541,11196,15661
1750177970362577,11196,15772
1750177970562627,11196,15883
1750177970762663,11196,15995
1750177970962719,11196,16106
1750177971162752,11196,16217
1750177971362800,11196,16328
1750177971562841,11196,16439
1750177971762879,11196,16550
1750177971962923,11196,16661
1750177972162991,11196,16772
1750177972362996,11196,16883
1750177972563052,11196,16994
1750177972763087,11196,17105
1750177972963124,11196,17216
1750177973163164,11196,17327
1750177973363212,11196,17438
1750177973563247,11196,17550
1750177973763289,11196,17661
1750177973963331,11196,17772
1750177974163383,11196,17883
1750177974363434,11196,17994
1750177974563465,11196,18105
1750177974763503,11196,18216
1750177974963601,11196,18327
1750177975163594,11196,18438
1750177975363647,11196,18549
1750177975563679,11196,18660
1750177975763727,11196,18771
1750177975963752,11196,18882
1750177976163856,11196,18993
1750177976363885,11196,19105
1750177976563923,11196,19216
1750177976763969,11196,19327
1750177976964021,11196,19438
1750177977164042,11196,19549
1750177977364077,11196,19660
1750177977564105,11196,19771
1750177977764137,11196,19882
1750177977964163,11196,19993
1750177978164203,11196,20104
1750177978364248,11196,20215
1750177978564285,11196,20326
1750177978764342,11196,20437
1750177978964384,11196,20548
1750177979164457,11196,20660
1750177979364458,11196,20771
1750177979564517,11196,20882
1750177979764553,11196,20993
1750177979964591,11196,21104
1750177980164634,11196,21215
1750177980364690,11196,21326
1750177980564709,11196,21437
1750177980764758,11196,21548
1750177980964798,11196,21659
1750177981164886,11196,21770
1750177981364944,11196,21881
1750177981564958,11196,21992
1750177981764980,11196,22103
1750177981965032,11196,22214
1750177982165052,11196,22326
1750177982365151,11196,22437
1750177982565140,11196,22548
1750177982765176,11196,22600
1750177982965214,11196,22600
1750177983165268,11196,22600
1750177983365283,11196,22600
1750177983565322,11196,22600
1750177983765355,11196,22600
1750177983965403,11196,22600
1750177984165434,11196,22600
1750177984365482,11196,22600
1750177984565511,11196,22600
1750177984765541,11196,22600
1750177984965588,11196,22600
1750177985165620,11196,22600
1750177985365646,11196,22600
1750177985565696,11196,22600
1750177985765719,11196,22600
1750177985965769,11196,22600
1750177986165799,11196,22600
1750177986365841,11196,22600
1750177986565890,11196,22600
1750177986765911,11196,22600
1750177986965954,11196,22600
1750177987166025,11196,22600
1750177990166595,11196,22600
1750177990366620,11196,22489
1750177990566675,11196,22377
1750177990766753,11196,22266
1750177990966755,11196,22155
1750177991166781,11196,22044
1750177991366825,11196,21933
1750177991566874,11196,21822
1750177991766905,11196,21711
1750177991966968,11196,21600
1750177992167045,11196,21489
1750177992367038,11196,21378
1750177992567075,11196,21267
1750177992767129,11196,21156
1750177992967183,11196,21045
1750177993167194,11196,20934
1750177993367262,11196,20822
1750177993567276,11196,20711
1750177993767334,11196,20600
1750177993967417,11196,20489
1750177994167463,11196,20378
1750177994367488,11196,20267
1750177994567523,11196,20156
1750177994767540,11196,20045
1750177994967638,11196,19934
1750177995167675,11196,19823
1750177995367690,11196,19712
1750177995567714,11196,19601
1750177995767769,11196,19490
1750177995967797,11196,19379
1750177996167832,11196,19267
1750177996367886,11196,19156
1750177996567914,11196,19045
1750177996767941,11196,18934
1750177996968009,11196,18823
1750177997168057,11196,18712
1750177997368078,11196,18601
1750177997568145,11196,18490
1750177997768169,11196,18379
1750177997968214,11196,18268
1750177998168272,11196,18157
1750177998368294,11196,18046
1750177998568331,11196,17935
1750177998768393,11196,17824
1750177998968427,11196,17713
1750177999168460,11196,17601
1750177999368522,11196,17490
1750177999568553,11196,17379
1750177999768582,11196,17268
1750177999968648,11196,17157
1750178000168670,11196,17046
1750178000368708,11196,16935
1750178000568772,11196,16824
1750178000768804,11196,16713
1750178000968893,11196,16602
1750178001168922,11196,16491
1750178001368900,11196,16380
1750178001568959,11196,16269
1750178001768988,11196,16158
1750178001969041,11196,16046
1750178002169072,11196,15935
1750178002369108,11196,15824
1750178002569165,11196,15713
1750178002769205,11196,15602
1750178002969236,11196,15491
1750178003169292,11196,15380
1750178003369327,11196,15269
1750178003569376,11196,15158
1750178003769414,11196,15047
1750178003969453,11196,14936
1750178004169486,11196,14825
1750178004369538,11196,14714
1750178004569580,11196,14603
1750178004769650,11196,14491
1750178004969668,11196,14380
1750178005169703,11196,14269
1750178005369746,11196,14158
1750178005569788,11196,14047
1750178005769828,11196,13936
1750178005969871,11196,13825
1750178006169906,11196,13714
1750178006369957,11196,13603
1750178006569995,11196,13492
1750178006770036,11196,13381
1750178006970076,11196,13270
1750178007170122,11196,13159
1750178007370154,11196,13048
1750178007570205,11196,12936
1750178007770245,11196,12825
1750178007970292,11196,12714
1750178008170332,11196,12603
1750178008370373,11196,12492
1750178008570411,11196,12381
1750178008770475,11196,12270
1750178008970490,11196,12159
1750178009170527,11196,12048
1750178009370593,11196,11937
1750178009570640,11196,11826
1750178009770669,11196,11715
1750178009970773,11196,11604
1750178010170784,11196,11493
1750178010370817,11196,11382
1750178010570881,11196,11270
1750178010770924,11196,11159
1750178010970949,11196,11048
1750178011170978,11196,10937
1750178011371006,11196,10826
1750178011571037,11196,10715
1750178011771082,11196,10604
1750178011971125,11196,10493
1750178012171163,11196,10382
1750178012371203,11196,10271
1750178012571259,11196,10160
1750178012771287,11196,10049
1750178012971332,11196,9938
1750178013171376,11196,9827
1750178013371412,11196,9715
1750178013571463,11196,9604
1750178013771497,11196,9493
1750178013971543,11196,9382
1750178014171583,11196,9271
1750178014371621,11196,9160
1750178014571655,11196,9049
1750178014771706,11196,8938
1750178014971756,11196,8827
1750178015171789,11196,8716
1750178015371822,11196,8605
1750178015571891,11196,8494
1750178015771907,11196,8383
1750178015971948,11196,8272
1750178016172002,11196,8160
1750178016372037,11196,8049
1750178016572087,11196,7938
1750178016772138,11196,7827
1750178016972175,11196,7716
1750178017172201,11196,7605
1750178017372238,11196,7494
1750178017572285,11196,7383
1750178017772322,11196,7272
1750178017972359,11196,7161
1750178018172419,11196,7050
1750178018372450,11196,6939
1750178018572490,11196,6828
1750178018772533,11196,6717
1750178018972569,11196,6605
1750178019172617,11196,6494
1750178019372643,11196,6383
1750178019572698,11196,6272
1750178019772742,11196,6161
1750178019972791,11196,6050
1750178020172891,11196,5939
1750178020372894,11196,5828
1750178020572961,11196,5717
1750178020772952,11196,5606
1750178020972981,11196,5495
1750178021173030,11196,5384
1750178021373103,11196,5273
1750178021573125,11196,5162
1750178021773165,11196,5051
1750178021973187,11196,4939
1750178022173227,11196,4828
1750178022373330,11196,4717
1750178022573380,11196,4606
1750178022773401,11196,4495
1750178022973404,11196,4384
1750178023173441,11196,4273
1750178023373481,11196,4162
1750178023573526,11196,4051
1750178023773561,11196,3940
1750178023973613,11196,3829
1750178024173647,11196,3718
1750178024373695,11196,3607
1750178024573731,11196,3496
1750178024773763,11196,3384
1750178024973812,11196,3273
1750178025173860,11196,3162
1750178025373895,11196,3051
1750178025573967,11196,2940
1750178025773985,11196,2829
1750178025974092,11196,2718
1750178026174121,11196,2607
1750178026374150,11196,2496
1750178026574204,11196,2385
1750178026774286,11196,2274
1750178026974330,11196,2163
1750178027174360,11196,2052
1750178027374374,11196,1941
1750178027574419,11196,1829
1750178027774441,11196,1718
1750178027974482,11196,1607
1750178028174527,11196,1496
1750178028374582,11196,1385
1750178028574608,11196,1274
1750178028774652,11196,1163
1750178028974702,11196,1052
1750178029174734,11196,941
1750178029374770,11196,830
1750178029574831,11196,719
1750178029774847,11196,608
1750178029974924,11196,497
1750178030174899,11196,386
1750178030374933,11196,275
1750178030575006,11196,163
1750178030775024,11196,52
1750178030975048,11196,0
1750178031175095,11196,0
1750178031375136,11196,0
1750178031575161,11196,0
1750178031775197,11196,0
